val_quantile,threshold,recall,precision,f1,fpr,gate_skip_ratio
0.9,0.002312518423423171,0.7588748585383287,0.5720330897621533,0.6523389249073582,0.10030543066776457,0.8008
0.95,0.005211823037825525,0.7551670736791947,0.7250035739814154,0.739777981999329,0.050605205212052015,0.8436
0.975,0.009399604168720543,0.7489576508428137,0.840847919487771,0.7922471706583291,0.025044788605673485,0.8663
0.99,0.019152234215289294,0.7420483650008934,0.928455648091219,0.8248516498522706,0.01010209960564981,0.88
0.995,0.031688295956702583,0.7228691405086664,0.9603742976972383,0.8248657649697546,0.005269402476592857,0.887
0.999,0.09460863698274029,0.5813776877717554,0.9899089779670901,0.7325346867172622,0.0010470405320439126,0.9118
